title,author,final_price,jumlah halaman,penerbit,tanggal terbit,berat,isbn,lebar,bahasa,panjang,image_url,description,affiliate_url
Langkah Mudah Belajar Analisis Data dengan Python,Randi Adrika Putra,Rp 58.500,206,Anak Hebat Indonesia,"March 1, 2024",0.18,9786231646170,13,Indonesia,20,https://cdn.gramedia.com/uploads/picture_meta/2024/3/2/s8wajq3pid8c9w5d5thw8i.jpg,"Merasa ketinggalan zaman karena tidak bisa Python? Atau merasa ketinggalan karena Python sekarang digunakan di mana saja dan untuk kepentingan apa saja? Nah, Python ini dalam dunia profesional pengolahan dan pemaparan data sangatlah penting. Apalagi untuk analisis data dan proyeksi ke depan (machine learning). Saat ini, menjadi seorang analisis data yang andal sepertinya wajib dimulai dengan mempelajari pemrograman Python. Mengingat gaya pemrograman Python sangatlah fleksibel dan dapat disesuaikan dengan keinginan dan kebutuhan Anda.

Buku ini menyajikan secara komprehensif dan sistematis dalam mempelajari bahasa pemrograman Python dari nol. Anda akan belajar materi-materi, seperti sintaksis dasar dan tipe data dalam Python, operator dalam Python, list-tuple-set-dictionary, loops, Pandas, dan lain-lain. Menurut Tiobe Index (bulan Oktober 2022), Python adalah bahasa pemrograman nomor 1 yang paling populer di seluruh dunia. So, kamu wajib belajar Python sekarang juga!

Tahun Terbit : Cetakan Pertama Maret 2024

Pernahkah Anda terpikir betapa menariknya dunia yang terbuka lebar lewat lembaran buku? Membaca bukan hanya kegiatan rutin, tetapi juga petualangan tak terbatas ke dalam imajinasi dan pengetahuan. Membaca mengasah pikiran, membuka wawasan, dan memperkaya kosakata. Ini adalah pintu menuju dunia di luar kita yang tak terbatas. Tetapkan waktu khusus untuk membaca setiap hari. 

Dari membaca sebelum tidur hingga menyempatkan waktu di pagi hari, kebiasaan membaca dapat dibentuk dengan konsistensi. Pilih buku sesuai minat dan level literasi. Mulailah dengan buku yang sesuai dengan keinginan dan kemampuan membaca. Temukan tempat yang tenang dan nyaman untuk membaca. Lampu yang cukup, kursi yang nyaman, dan sedikit musik pelataran bisa menciptakan pengalaman membaca yang lebih baik. Bergabunglah dalam kelompok membaca atau forum literasi. Diskusikan buku yang Anda baca dan dapatkan rekomendasi dari sesama pembaca. Buat catatan atau jurnal tentang buku yang telah Anda baca. 

Tuliskan pemikiran, kesan, dan pelajaran yang Anda dapatkan. Libatkan keluarga dalam kegiatan membaca. Bacakan cerita untuk anak-anak atau ajak mereka membaca bersama. Ini menciptakan ikatan keluarga yang erat melalui kegiatan positif. Jangan ragu untuk menjelajahi genre baru. Terkadang, kejutan terbaik datang dari buku yang tidak pernah Anda bayangkan akan Anda nikmati. Manfaatkan teknologi dengan membaca buku digital atau bergabung dalam komunitas literasi online. Ini membuka peluang untuk terhubung dengan pembaca dari seluruh dunia.",https://aff.gramedia.com/s/XxhzckgmyM
Dasar-Dasar Menginterpretasikan Model Machine Learning dan Implementasinya Menggunakan Python,"Dr. Ir. Yaya Heryadi, M.sc., CDS., CDRAI., Dr. Ir. Haryono Soeparno, M.Sc., CDACS & Dr. Ir. Ilvico Sanata, ST., MM., MT., IMP., ASEAN Eng., CDS",Rp 74.700,256,Penerbit Gava Media,"January 16, 2024",0.3674,9786235690537,16.0,,23.0,https://cdn.gramedia.com/uploads/picture_meta/2024/3/12/8vxppghn9cgjv38ekuywdy.jpg,"Model machine learning (ML) yang dapat diinterpretasikan semakin diperlukan karena teknologi machine learning telah terbukti berhasil mengatasi beberapa masalah komputasi pada berbagai bidang aplikasi yang semula dilakukan manusia seperti klasifikasi, regresi, klastering, dan deteksi anomali dengan kinerja yang sangat tinggi. Kemajuan ini telah merevolusi sejumlah industri mulai dari pendidikan dan keuangan hingga perawatan kesehatan dan hiburan. 

Namun, karena model machine learning yang dipergunakan menjadi semakin kompleks maka model tersebut menjadi semakin sulit dipahami dan diinterpretasikan penggunanya. Hal ini menjadi kendala dalam penggunaan teknologi machine learning pada beberapa bidang aplikasi yang bersifat safety critical seperti kesehatan, keuangan, keamanan, dan hukum. 

Pada bidang-bidang tersebut, model machine learning dituntut tidak saja harus akurat tetapi harus dapat diinterpretasikan penggunanya untuk membangun kepercayaan, memastikan keadilan, mematuhi peraturan, mendiagnosis kesalahan, berkolaborasi dengan manusia, dan mengelola risiko yang terkait dengan penerapan model machine learning di berbagai bidang.

Machine learning yang dapat ditafsirkan (Interpretable Machine Learning, IML) adalah sebuah cabang dari ilmu Kecerdasan Artifisial (Artificial Intelligence) yang berupaya mengatasi tantangan ini. Tujuan IML adalah merancang model machine learning yang tidak saja menghasilkan hasil prediksi yang akurat tetapi juga dapat memberikan penjelasan tentang bagaimana hasil prediksi tersebut diperoleh, bersifat lebih transparan, dapat dipercaya, dan lebih tahan terhadap berbagai serangan yang bertujuan untuk merusak kinerja dan integritas model.

Buku ini disusun bagi para pembaca dengan latar belakang pemula di bidang machine learning namun memberikan detail teknis bagi mereka yang ingin mendalami topik tertentu dengan lebih mendalam.",https://aff.gramedia.com/s/JnwuSVbbbv
Data Science dengan Python,"Prof. Dr. Kristoko Dwi Hartomo, S.Kom., M.Kom., Ezra Julang Prasetyo, S.SI., Christian Arthur, Dr. Teguh Wahyono",Rp 62.100,232,Penerbit Gava Media,"January 16, 2024",0.3338,9786235690520,16.0,,23.0,https://cdn.gramedia.com/uploads/picture_meta/2024/3/7/ihnbrfppxypmmkkvy2vkcg.jpg,"Data science adalah ilmu yang saat ini sangat populer dan dibutuhkan untuk diterapkan di berbagai bidang, terutama industri. Dengan demikian, era ini membutuhkan banyak orang-orang yang mahir dalam bidang tersebut. Data science merupakan ilmu yang bertujuan untuk mengekstrak pengetahuan atau informasi dari data. Untuk mengekstrak pengetahuan tersebut, dibutuhkan gabungan berbagai bidang ilmu seperti matematika, statistika, ilmu komputer, pemrograman serta ilmu lain sesuai bidang penerapannya.

Buku ini akan membahas tentang Data Science, mulai dari konsep serta implementasinya, dilengkapi dengan contoh-contoh project, agar pembaca lebih memahami bagaimana menerapkan ilmu tersebut. Isi buku memuat pengenalan data science, metodologi data science, penggunaan Python untuk data science, metode machine learning dalam data science, business serta data understanding, data preparation, modeling, serta evaluation dan deployment.

Pemilihan bahasa pemrograman Python, karena bahasa ini memiliki keberagaman alat yang tersedia bagi praktisi Data Science. Python memiliki berbagai pustaka populer seperti Pandas, NumPy, Matplotlib, dan Scikit-learn untuk melakukan analisis data, memanipulasi dataset, membangun model prediktif, dan memvisualisasikan hasilnya.

Setiap bab buku ini akan memberikan panduan langkah demi langkah yang jelas dan terperinci, serta menawarkan contoh kasus nyata yang relevan. Pembahasan dilakukan secara terstruktur dengan bahasa yang mudah dipahami, sehingga buku ini cocok digunakan oleh mahasiswa maupun juga praktisi yang tertarik mempelajari ilmu data science tersebut. Semoga buku ini bermanfaat dan memberikan kontribusi bagi perkembangan ilmu pengetahuan.

Tahun Terbit : Cetakan I, 2024

Pernahkah Anda terpikir betapa menariknya dunia yang terbuka lebar lewat lembaran buku? Membaca bukan hanya kegiatan rutin, tetapi juga petualangan tak terbatas ke dalam imajinasi dan pengetahuan.
 
Membaca mengasah pikiran, membuka wawasan, dan memperkaya kosakata. Ini adalah pintu menuju dunia di luar kita yang tak terbatas.

Tetapkan waktu khusus untuk membaca setiap hari. Dari membaca sebelum tidur hingga menyempatkan waktu di pagi hari, kebiasaan membaca dapat dibentuk dengan konsistensi.

Pilih buku sesuai minat dan level literasi. Mulailah dengan buku yang sesuai dengan keinginan dan kemampuan membaca.
 
Temukan tempat yang tenang dan nyaman untuk membaca. Lampu yang cukup, kursi yang nyaman, dan sedikit musik pelataran bisa menciptakan pengalaman membaca yang lebih baik.

Buat catatan atau jurnal tentang buku yang telah Anda baca. Tuliskan pemikiran, kesan, dan pelajaran yang Anda dapatkan.",https://aff.gramedia.com/s/gxBiytWQSI
Algoritma & Pemrograman Implementasi dengan Python pada Google Colab,"Falahah, S.Si., M.T.",Rp 90.000,292,Pt Remaja Rosdakarya,"September 5, 2023",0.475,9786024466831,17.5,Indonesia,25,https://cdn.gramedia.com/uploads/picture_meta/2024/1/10/rtefjtrywu4urai3xi9xwt.jpg,"Algoritma dan pemrograman merupakan mata kuliah wajib bagi mahasiswa pada program studi rumpun informatika. Namun, seringkali mata kuliah ini dipandang sebagai mata kuliah yang sulit dipahami dan sering dianggap sebagai salah satu mata kuliah yang 'menakutkan'. Seiring dengan perjalanan waktu, peminat materi algoritma dan pemrograman tidak hanya terbatas pada mahasiswa program studi rumpun Informatika saja, tetapi meluas pada berbagai bidang studi lainnya, bahkan untuk umum. Oleh karena itu, dipandang perlu untuk menyusun suatu panduan praktis belajar algoritma dan pemrograman yang bersifat mudah dipahami serta tidak terlalu kompleks seperti pada buku buku algoritma dan pemrograman lainnya. 

Buku ini disusun sebagai pedoman praktis untuk belajar algoritma bagi siapa saja yang berminat tanpa perlu latar pengetahuan khusus seperti matematika atau pemahaman tentang bahasa pemrograman tertentu. Ruang lingkup materi algoritma meliputi pengertian algoritma, pemrograman, variabel dan operasi aritmatika dasar, struktur kendali dasar seperti sekuensial, seleksi, dan iterasi, pengenalan struktur data array dan record, prosedur dan fungsi, pengelolaan file serta penggunaan database sederhana. 

Agar memudahkan pembaca memahami algoritma, semua contoh algoritma dilengkapi dengan implementasi menggunakan bahasa pemrograman Python, yang berjalan pada Google Colab . Pemilihan bahasa pemrograman Python didasari oleh fakta bahwa Pyhon merupakan salah satu bahasa pemrograman yang mudah dipelajari, dan Sangat populer digunakan untuk berbagai kebutuhan. Lingkungan eksekusi pada Google Colab dipilih agar pengguna dapat langsung mencoba kode program tanpa harus direpotkan dengan proses instalasi software pendukung. Pemilihan layanan komputasi awan seperti Jupyter Notebook yang berjalan pada Google Colab, Text Editor, CSV Editor, dan database PostgreSQL yang dijalankan pada situs neon.tech, memudahkan pengguna untuk menjalankan program dari mana saja selama tersedia koneksi internet. 

Buku ini terbit sebagai pengantar praktis dan pemberi motivasi bagi siapa saja yang ingin belajar algoritma dan pemrograman sehingga guna menghindari kompleksitas, beberapa materi spesifik pemrograman untuk bidang ilmu komputer tidak disertakan.

Tahun Terbit : Cetakan Pertama, September 2023",https://aff.gramedia.com/s/jGSxAcmBNw
Machine Learning Untuk Pemula,Irwansyah Saputra & Dinar Ajeng Kristiyanti,Rp 125.000,413.0,Informatika,"May 22, 2022",0.455,9786237131601,16.0,Indonesia,24.0,https://cdn.gramedia.com/uploads/items/Machine_Learning_Untuk_Pemula.jpg,"Buku “Machine Learning Untuk Pemula” merupakan sebuah buku yang sangat lengkap untuk belajar tentang Machine Learning dari konsep dasar, preprocessing, berbagai ragam algoritme pada Machine Learning, dan juga berbagai macam alat ukur untuk memvalidasi serta mengevaluasi algoritme pada Machine Learning yang diimplementasikan pada berbagai bidang. Penulis berhasil menuliskannya dengan sangat runtun serta menggunakan bahasa yang mudah untuk dipahami oleh para pembaca yang baru mengenal tentang Machine Learning ini.

Buku ini juga menjadi sebuah buku yang istimewa karena cocok untuk para pembaca yang sedang belajar tentang pemrograman Phyton untuk menyelesaikan permasalahan di lingkungan sekitar kita menggunakan Machine Learning. Setiap coding dilengkapi dengan penjelasan yang lengkap tentang fungsionalitasnya. Buku ini sangat luar biasa sehingga sangat direkomendasikan kepada masyarakat yang baru belajar tentang Machine Learning.

DAFTAR ISI:
Bab 1: Introduksi dan Ruang Lingkup
Bab 2: Pengenalan Machine Learning
Bab 3: Pra-Pemrosesan Data
Bab 4: Gambaran Machine Learning
Bab 5: Pembelajaran Terstruktur 1
Bab 6: Pembelajaran Terstruktur 2
Bab 7: Gambaran Deep Learning
Bab 8: Pembelajaran Tidak Terstruktur 1
Bab 9: Pembelajaran Tidak Terstruktur 2
Bab 10: Pembelajaran Tidak Terstruktur 3
Bab 11: Gambaran Reinforcement Learning
Bab 12: Model Validasi
Bab 13: Teknik Evaluasi
Bab 14: Model Tuning Hyperparameter Using Grid Search

Tentang Buku:

 Judul: Machine Learning Untuk Pemula
 Penulis: Irwansyah Saputra & Dinar Ajeng Kristiyanti
 Penerbit: Informatika
 Tanggal Terbit: 23 Mei 2022
 ISBN: 9786237131601
 Jumlah Halaman: 413 halaman
 Berat: 0,455 kg
 Lebar: 16 cm
 Panjang: 24 cm",https://aff.gramedia.com/s/QPwqvGhyEk
Data Mining Dan Machine Learning Menggunakan Matlab Dan Pyth,Rahmadya Trias Handayanto,Rp 76.500,314.0,Informatika,"November 11, 2020",0.355,9786237131328,15.0,Indonesia,23.0,https://cdn.gramedia.com/uploads/items/9786237131328.jpg,DATA MINING DAN MACHINE LEARNING MENGGUNAKAN MATLAB DAN PYTH,https://aff.gramedia.com/s/ygOXpoRiYA
Deep Learning Modernisasi Machine Learning Untuk Big Data,Dr. Suyanto Dkk,Rp 63.000,264.0,Informatika,"November 13, 2019",0.284,9786237131212,15.8,Indonesia,24.0,https://cdn.gramedia.com/uploads/items/img032.jpg,"Sinopsis
Sejumlah perusahaan raksasa telah sukses membangun banyak aplikasi berbasis deep learning (DL) yang impresif, penuh keajaiban. Kesuksesan ini merupakan hasil kerja keras selama bertahun-tahun dalam membangun sistem-sistem berbasis DL, mulai dari gagasan, arsitektur model, teknik pembelajaran, hingga framework sampai dihasilkan performansi yang mendekati, bahkan melebihi, kemampuan manusia. Konsep dan gagasan DL sebenarnya telah ada sejak lama. Sebagai contoh, Restricted Boltzmann Machines (RBM) merupakan pembaruan dari konsep Hopfield Network yang sangat populer di tahun 1980-an. Sejumlah RBM bisa ditumpuk menjadi beberapa lapisan. Penumpukan RBM ini ternyata memberikan peningkatan performansi yang sangat signifikan. Ide inilah yang menjadi titik awal munculnya DL. 

Selanjutnya, para pakar semakin bersemangat mengembangkan model-model DL yang lebih andal dengan melakukan pembaruan konsep-konsep dan ide-ide lama. Mereka mulai mengembangkan Stacked Autoencoders (SAE), Deep Belief Networks (DBN), Generative Adversarial Networks (GAN), Convolutional Neural Networks (CNN), Capsule Networks (CapsNet), Deep Recurrent Networks (DRN), Deep Reinforcement Learning (DRL), hingga Lifelong Learning (LL). Model-model ini mampu memberikan performansi mengagumkan dalam menangani himpunan data sangat besar. 

Jadi, DL bisa dikatakan sebagai modernisasi machine learning untuk menangani big data. Buku ini memberikan penjelasan dan ilustrasi sederhana mengenai konsep dasar dari empat pendekatan DL serta aplikasinya dalam berbagai bidang terkini berkaitan dengan big data yang tidak terstruktur: teks, citra, suara, dan video. Buku ini juga mendiskusikan penelitian awal tentang pengenalan ucapan audiovisual Bahasa Indonesia. Pembahasan diberikan dari konsep dasar paling simpel dan secara perlahan ke ide-ide besar yang semakin kompleks. Setiap model dibahas dari ide dasar, motivasi, visualisasi, formulasi matematis, hingga contoh aplikasinya.

Informasi Lainnya
Judul: Deep Learning Modernisasi Machine Learning Untuk Big Data
Cerita: Dr. Suyanto
Tebal: 264 Halaman
Tanggal terbit: Desember 2019
Format: Soft Cover
Seri Lainnya",https://aff.gramedia.com/s/vVYkhOgGMZ
Kinda Advanced Machine Learning Projects,Muhammad Ardi Putra,Rp 44.100,140.0,Gava Media,"November 3, 2021",0.195,9786237498933,16.0,Indonesia,23.0,https://cdn.gramedia.com/uploads/items/72Cover_Kinda_Advanced_Machine_Learning_Project_dpn.jpg,"Pembelajaran mesin adalah cabang dari kecerdasan buatan (AI). Pembelajaran mesin adalah pembelajaran yang dikembangkan untuk dapat belajar secara otomatis tanpa arahan pengguna. Pembelajaran mesin didasarkan pada ilmu matematika, statistik, data mining, dan ilmu lainnya. Teknik machine learning juga digunakan sesuai kebutuhan di bidangnya masing-masing. Machine learning adalah ilmu pengembangan algoritma dan model secara statistik yang digunakan sistem komputer untuk menjalankan tugas tanpa instruksi eksplisit, mengandalkan pola serta inferensi sebagai gantinya. 

Machine learning dapat digabungkan dengan kecerdasan buatan untuk meningkatkan proses analitis sehingga bermanfaat untuk melakukan bisnis, mampu mengumpulkan informasi atau pengetahuan secara real time. Dengan machine learning, pebisnis dapat memperoleh insight terkini secara real time. Project-project yang dibahas di dalam buku ini, meliputi:
Logistic Regression from Scratch
Klasifikasi Penyakit Daun Kentang Menggunakan Support Vector Machine (SVM)
KMeans vs DBSCAN Clustering
Deteksi Clickbait pada Judul Berita dalam Bahasa Indonesia
Pengenalan Nama Font Menggunakan Convolutional Neural Network (CNN)

Dengan mengikuti penjelasan dalam buku ini, teman-teman akan belajar mengimplementasikan berbagai hal, seperti image processing, algoritma gradient descent, multi-input neural network, dan lain sebagainya. Code yang saya gunakan tersedia di repository GitHub saya.

Detail Buku
Penulis              : Muhammad Ardi Putra
Penerbit  : Gava Media 
Tahun Terbit  : 4 November 2021
Jumlah Halaman : 140 halaman 
Berat   : 195 gram
Dimensi (P x L) : 23 x 16 cm
ISBN   : 9786237498933
Cover   : Soft-cover 
Text Bahasa  : Bahasa Indonesia",https://aff.gramedia.com/s/giriddxaJf
Dasar-Dasar Graph Machine Learning,"Dr. Ir. Yaya Heryadi, M.Sc., Cds. .",Rp 56.700,196,Gava Media,"October 31, 2022",0.29,9786235690162,16.0,Indonesia,23.0,https://cdn.gramedia.com/uploads/items/70Cover_Dasar-Dasar_Graph_Machine_Learning_dpn_Copy.jpg,"Machine Learning merupakan sebuah cabang ilmu Kecerdasan Artifisial yang berfokus kepada pengembangan algoritma ""cerdas"" yang mampu mempelajari pola dari data yang terstruktur maupun tidak-terstruktur tanpa diprogram secara eksplisit. Menggunakan proses pembelajaran model bersifat iteratif, sebuah model Machine Learning dapat dipergunakan untuk menganalisis data berukuran sangat besar secara efisien sehingga dapat dimanfaatkan ke dalam sejumlah teknologi untuk membantu manusia menyelesaikan pekerjaan rutin yang semula dikerjakan secara manual, antara lain: mendeteksi objek di dalam citra, melakukan segmentasi citra, dan mendeteksi ujaran kebencian di dalam kalimat.
Namun demikian, algoritma Machine Learning tidak dapat diaplikasikan langsung ke dalam data berstruktur graf disebabkan oleh beberapa hal, antara lain: struktur data graf yang bersifat kompleks, tidak memiliki titik referensi, dan bersifat dinamis. Oleh karena itu, algoritma Machine Learning perlu diadaptasi agar dapat dipergunakan untuk menganalisis data graf. Publikasi yang ditulis oleh Gori, Monfardini, dan Scarselli (2005) mungkin menjadi salah satu titik awal berkembangnya Graph Machine Learning, sebuah cabang ilmu Kecerdasan Artifisial yang menggabungkan Machine Learning dan Teori Graf. Dengan menggunakan metode Graph Machine Learning, data graf dapat dianalisis pada beberapa level, yaitu (i) level vertex, misalnya: memprediksi kategori akun dari data sebuah jaringan media sosial, (ii) level edge, misalnya: memprediksi apakah seorang calon konsumen akan menyukai sebuah produk/layanan yang ditawarkan, dan (iii) level sub-graf atau graf, misalnya: memprediksi apakah subgraf hasil pembelajaran seorang mahasiswa sampai semester tertentu memiliki kemiripan dengan dengan subgraf hasil pembelajaran mahasiswa lain yang telah lulus dengan IPK tinggi atau mahasiswa dropout.

Detail Buku
Penulis: Dr.Ir.Yaya Heryadi M.Sc.,Cds.
ISBN: 9786235690162",https://aff.gramedia.com/s/iBlbrOZKJv
Implementasi Artificial Intelligence dan Machine Learning,"Bedy Purnama, S.Si, Mt, Ph.D",Rp 153.000,470,Bi-obses,"November 16, 2021",0.515,9786237131472,16.0,Indonesia,24.0,https://cdn.gramedia.com/uploads/items/IMPLEMENTASI_ARTIFICIAL_INTELLIGENCE.bmp,"Buku ini menyajikan beberapa proyek Machine Learning yang populer dan ada beberapa proyek yang dapat dikerjakan dengan hanya berbekal komputer. Namun, ada juga proyek yang harus dikerjakan dengan tambahan perangkat khusus (yang dapat dibeli secara terpisah secara online) sehingga menarik untuk dikaji oleh berbagai kalangan, baik kalangan pemula, pelajar, dan sebagainya. Penulis telah menyertakan DVD pendamping yang berisi data, file, dan dokumentasi yang diperlukan untuk membantu mempelajari materi yang disajikan dalam setiap bab.

Penulis lahir di Bandung tahun 1979. Dia adalah alumni sarjana S1 Fisika ITB dan magister S2 Teknik Elektro ITB Bandung. Saat buku ini disusun, Penulis sudah menyelesaikan studi S3 pada bidang Electrical Engineering and Computer Science di Kanazawa University, Jepang. Penulis pernah mengajar beberapa kursus komputer di lembaga LPPM KPC ITB (PIKSI), menulis beberapa modul training KPC ITB, dan menjadi dosen tetap di Telkom University pada program studi Teknik Informatika. Bidang peminatannya adalah Image Processing, Computer Vision, dan Machine Learning. Bahasan dalam buku ini meliputi: 
Gambaran Umum Proyek AI dan Machine Learning.
Kebutuhan Praktikum.
Mengenal Python.
Pengantar Pengolahan Citra.
House Prices.
Handwritten Text.
Social Distancing Detector.
Chatbot.
People Counter.
Ide Autonomous Drone.

Detail Buku
Penulis              : Bedy Purnama, S.Si, Mt, Ph.D
Penerbit  : Bi-obses 
Tahun Terbit  : 17 November 2021
Jumlah Halaman : 470 halaman 
Berat   : 515 gram
Dimensi (P x L) : 24 x 16 cm
ISBN   : 9786237131472
Cover   : Soft-cover 
Text Bahasa  : Bahasa Indonesia",https://aff.gramedia.com/s/aHjzZTPvSh
Pengenalan Machine Learning dengan Python,Dios Kurniawan,Rp 63.750,304.0,Elex Media Komputindo,"December 8, 2020",0.4,9786230021749,14.0,Indonesia,21.0,https://cdn.gramedia.com/uploads/items/9786230021749_Cover_Pengenalan_Machine_Learning_dengan_Python.jpg,"Siapa pun Anda, apa pun latar belakang pendidikan Anda, buku ini akan memberikan pengalaman belajar yang menyenangkan mengenai proses Machine Learning bekerja dan cara penerapan bidang ilmu ini di dunia nyata. Materi di buku ini disajikan dalam penjelasan dengan contoh-contoh dalam bahasa yang sederhana, menghilangkan teori matematika yang rumit. Anda akan diperkenalkan dengan sekilas landasan teori, kemudian diberikan panduan praktik yang ditunjukkan langkah demi langkah agar langsung memperoleh pengalaman pertama dengan dunia Machine Learning. Hanya dalam waktu yang singkat, Anda akan memperoleh hasil praktik yang mengesankan. Di dalam buku ini Anda akan melihat proses pembuatan program dengan berbagai algoritma untuk membuat prediksi, kategorisasi, pencarian pola, serta pengenalan gambar. Anda juga akan diperkenalkan dengan metode pengolahan data berukuran besar, atau yang sering disebut dengan Big Data. Beberapa contoh di buku ini diambil langsung dari kasus nyata di dunia bisnis, yang akan membantu Anda memperoleh ide untuk menerapkan Machine Learning dalam pekerjaan sehari-hari, baik di dunia industri ataupun ilmiah. Untuk bisa mengikuti pembahasan di dalam buku ini, Anda hanya perlu sedikit saja pengalaman pemrograman. Contoh-contoh di dalam buku ini menggunakan Python, bahasa pemrograman yang sangat populer dan tidak sulit dipelajari. Jangan khawatir, bahasa Python akan dibahas di awal buku ini, terutama untuk Anda yang belum pernah membuat program dengan bahasa ini. Selain merupakan keahlian yang sangat dicari di dunia industri, Machine Learning adalah bidang yang mengasyikkan untuk dipelajari. Setelah menyelesaikan buku ini, Anda dijamin akan tertantang untuk terus belajar dan terus bereksperimen. 

Judul : Pengenalan Machine Learning dengan Python
Penulis : Dios Kurniawan
Rating : Umum
Penerbit : Elex Media Komputindo
Tanggal Terbit: 9 Des 2020
Tebal: 304 halaman
ISBN: 9786230021749
Berat: 400 gram
Dimensi: 21 cm x 14 cm",https://aff.gramedia.com/s/ZbrKHphlqs
Python For Machine Learning (Edisi Revisi),Teguh Wahyono,Rp 56.700,156.0,Gava Media,"December 17, 2021",0.235,9786237498971,15.5,Indonesia,23.0,https://cdn.gramedia.com/uploads/items/Python_For_Machine_Learning_Edisi_Revisi.jpg,"Machine learning menjadi salah satu hal yang banyak dibicarakan seiring dengan perkembangan ilmu data science. Machine learning sendiri merupakan bagian dari kecerdasan buatan atau artificial intelligence, di mana tujuannya adalah membuat mesin dapat berpikir layaknya manusia.
Machine learning merupakan bagian dari artificial intelligence (AI) dan juga ilmu komputer, di mana berfokus pada pemanfaatan data dan penggunaan algoritma agar dapat meniru cara berpikir manusia, dari mulai proses pembelajaran hingga secara bertahap meningkatkan akurasinya. Machine learning menjadi komponen penting dalam perkembangan data science. Melalui penggunaan metode statistik, algoritma dilatih untuk membuat klasifikasi atau prediksi, mengungkap wawasan utama dalam proyek penambangan data. Kemampuan akan machine learning ini kemudian menambah wawasan akan data sehingga proses pengambilan keputusan menjadi lebih akurat.
Artificial intelligence (AI) dan machine learning saat ini kembali memasuki fase booming setelah beberapa dekade mengalami pasang surut. Kecerdasan Buatan kembali digandrungi, dimana penerapannya dilakukan secara masif pada aplikasi-aplikasi bisnis dan social media jaman now seperti Facebook, Twitter, Google, Amazon, dan bahkan berbagai aplikasi besar dari Indonesia seperti Go-jek, Tokopedia, dan sebagainya.

Dari sisi bahasa pemrograman, Python menjadi salah satu pilihan terbaik untuk mengimplementasikan machine learning, mengingat kelengkapan library yang dibutuhkan untuk metode tersebut. Sejak di-release pada tahun 1991 bahasa pemrograman inipun berkembang pesat dan bahkan menjadi 3 besar most wanted bahasa pemrograman bersama Java dan C.",https://aff.gramedia.com/s/hPxpBjUsIU
